SIMULATION;ECONOMY;CLASS;MEASURE;TERM;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100
18;EUR;INFLN;INFLN_IDX;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18;EUR;VALN;DEF;0;1;1.001572469;1.012525419;1.01270376;0.990925051;0.958298957;0.920192542;0.889850935;0.869712405;0.845228104;0.821397334;0.798478295;0.768378085;0.745499214;0.7251988;0.713637028;0.7088883;0.715368945;0.709898789;0.699307272;0.685687816;0.674822622;0.669947128;0.650238381;0.62592186;0.595104997;0.561683989;0.527793539;0.493513725;0.460206039;0.430715775;0.402882052;0.378994822;0.363449026;0.34170519;0.322162276;0.307721302;0.292225479;0.279764355;0.265747524;0.252174337;0.238805747;0.224144212;0.206545489;0.188492467;0.174939002;0.163836484;0.154126399;0.145574884;0.135688634;0.12566129;0.117286751;0.108484632;0.099676789;0.091543642;0.085036652;0.079892628;0.074135767;0.06993914;0.065885854;0.063235789;0.060602237;0.058510988;0.056434484;0.054772639;0.052621106;0.050388831;0.047686067;0.045646334;0.043450886;0.040813183;0.038435019;0.035658113;0.033606021;0.031802001;0.030172895;0.028399138;0.026151925;0.024217356;0.022531448;0.021092157;0.019780977;0.018673148;0.017573082;0.016362045;0.01536281;0.014360001;0.013376078;0.012360564;0.01145323;0.010708941;0.009995003;0.009332369;0.00869458;0.008029258;0.007432927;0.006854786;0.006362437;0.005840899;0.005306079;0.004792866
18;EUR;FX;IDX;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
18;EUR;ZCB;PRICE;1;1.001572469;1.010935754;1.000176135;0.978494492;0.967075114;0.960235358;0.967026893;0.977368648;0.971847819;0.971805516;0.972097501;0.962303033;0.970224462;0.972769369;0.9840571;0.993345739;1.009141983;0.992353377;0.985080244;0.980524361;0.984154314;0.992775148;0.970581638;0.962603683;0.950765638;0.94384015;0.939662781;0.935050712;0.932509099;0.935919433;0.935377981;0.940709122;0.95898151;0.940173629;0.942807676;0.955174845;0.949643321;0.957357846;0.949897725;0.948924502;0.946986713;0.938604765;0.92148482;0.91259542;0.928095457;0.936534919;0.940733072;0.944516219;0.932088217;0.926100344;0.93335625;0.92495215;0.918810223;0.918404809;0.928919249;0.939508155;0.927942535;0.943392676;0.942045529;0.959777937;0.95835345;0.965492224;0.964510865;0.970552678;0.960718827;0.957578328;0.946361857;0.957225797;0.951903076;0.939294617;0.941730502;0.927750623;0.942450915;0.946318537;0.948773485;0.941213549;0.920870383;0.926025757;0.930384311;0.936120803;0.937835627;0.94399527;0.941088345;0.931085683;0.93892966;0.934724918;0.931481678;0.924079872;0.926594435;0.935014953;0.933332538;0.93370346;0.931658341;0.923478609;0.92573023;0.922218841;0.928174521;0.91802853;0.90843538;0.903278199;0.903550812
18;EUR;ZCB;PRICE;2;1.002585364;1.019133574;0.996638125;0.955025543;0.932311489;0.920029663;0.932824755;0.952909132;0.943011303;0.943454109;0.943783451;0.924935811;0.94072975;0.94649668;0.968861082;0.986301365;1.016539641;0.982571694;0.967617051;0.958219113;0.96532226;0.98230487;0.939601323;0.924556324;0.902359083;0.889522735;0.881844286;0.87338379;0.86875615;0.875083138;0.87412084;0.884013588;0.918256647;0.883067632;0.887975797;0.911130507;0.900756223;0.915267698;0.901250081;0.899434299;0.895816843;0.880235821;0.848826606;0.832740002;0.860891336;0.876413121;0.884184926;0.891217014;0.868215991;0.857239171;0.870546393;0.855139407;0.843964921;0.843228181;0.862388987;0.881900067;0.860596022;0.889108284;0.886601737;0.919845085;0.917150022;0.930682889;0.928814432;0.94033256;0.921615935;0.915676556;0.894623217;0.915007713;0.904989653;0.881478369;0.885995013;0.860218403;0.8873306;0.894531756;0.8991171;0.885028544;0.847664844;0.857056967;0.865037135;0.875596185;0.878764232;0.890192964;0.884788989;0.866320303;0.88078551;0.873015597;0.867045509;0.853497096;0.858087119;0.873547715;0.870447093;0.871129526;0.86736651;0.85239781;0.856504778;0.850103049;0.860973835;0.842494279;0.825203638;0.815981339;0.816467205
18;EUR;ZCB;PRICE;3;1.001126982;1.023451697;0.990203822;0.929055538;0.896802673;0.879603052;0.898003054;0.927602838;0.91421465;0.914877798;0.915073607;0.888732547;0.912487904;0.921744041;0.953773514;0.978036751;1.021391207;0.970058535;0.947320102;0.933533888;0.944051457;0.969029659;0.907533827;0.886278707;0.855098722;0.837265994;0.826682545;0.815044986;0.808724016;0.817514268;0.816229154;0.829981808;0.878056613;0.8287256;0.835576372;0.868055621;0.853476764;0.873925175;0.854190926;0.851651346;0.846590243;0.824884135;0.781682963;0.759851043;0.798190865;0.819590253;0.830373147;0.840168479;0.808262654;0.793177026;0.811472689;0.790297713;0.775053195;0.774049134;0.800229767;0.827177648;0.797762219;0.837201614;0.83370663;0.880400959;0.876581565;0.89579657;0.893132285;0.909576572;0.882897441;0.874483631;0.84487746;0.873533164;0.859407972;0.826556101;0.832832351;0.797208175;0.834687935;0.844734975;0.851152126;0.831478545;0.780035458;0.792864355;0.803817693;0.818385968;0.822772539;0.838663663;0.831135587;0.805577558;0.825571382;0.814810423;0.806573156;0.787982057;0.794263536;0.815542217;0.811259191;0.812200303;0.807010426;0.786475342;0.792091625;0.783341327;0.798217287;0.772981911;0.749609697;0.737239083;0.737888685
18;EUR;ZCB;PRICE;5;0.988473311;1.021937401;0.9676054;0.872975395;0.824705876;0.800523452;0.829842397;0.876479781;0.856482823;0.857858885;0.859896869;0.82276307;0.860617554;0.873982619;0.920812383;0.955124914;1.020786656;0.936225242;0.900026068;0.879160805;0.896075548;0.935649947;0.841700904;0.810366245;0.764926032;0.739469868;0.724580109;0.70827557;0.699531656;0.712053909;0.710346498;0.729979904;0.799966684;0.728326995;0.738183013;0.785391226;0.764116695;0.794099927;0.765204933;0.761529752;0.754205149;0.723059332;0.662574178;0.632784734;0.68544996;0.715542119;0.730890293;0.744939405;0.699536888;0.678450237;0.704041529;0.674441504;0.653433273;0.652051839;0.688238373;0.726264424;0.684779518;0.740595211;0.735572409;0.803633448;0.797970407;0.826563461;0.822566135;0.847295286;0.807296226;0.794831401;0.751585255;0.793414702;0.772677222;0.725276872;0.734236431;0.683908933;0.736884301;0.75133834;0.760624922;0.732273801;0.660122358;0.677840894;0.693110837;0.713623552;0.719842477;0.742554369;0.731756337;0.695560378;0.723810679;0.708547905;0.696948777;0.671044952;0.679751892;0.709571792;0.703527454;0.704851338;0.697549288;0.668950249;0.676724064;0.664623103;0.685240894;0.650404588;0.618766931;0.602267356;0.603128334
18;EUR;ZCB;PRICE;7;0.963957345;1.007782151;0.93562441;0.81433783;0.755489926;0.727284064;0.764825344;0.825163788;0.801624839;0.806131564;0.810802236;0.763519568;0.81009039;0.823980321;0.880409131;0.921444576;1.006431283;0.893628827;0.846984644;0.820967994;0.843440609;0.895465757;0.775637913;0.73695478;0.681496061;0.651013418;0.633415921;0.614228173;0.604052822;0.618982143;0.617062306;0.640540847;0.725858752;0.63869588;0.650568017;0.708035543;0.682027312;0.71883056;0.683396723;0.678935062;0.670048611;0.632582526;0.561498427;0.527334933;0.588113247;0.623618997;0.641936681;0.658825481;0.604642974;0.57990232;0.609945093;0.57521498;0.550897281;0.549300108;0.591303552;0.636317186;0.587233937;0.653491356;0.647441342;0.730527642;0.723501719;0.75909549;0.754080285;0.785172652;0.735024384;0.719573122;0.666677638;0.717806688;0.69232113;0.635017926;0.645739546;0.586103072;0.648906779;0.666330923;0.677588505;0.643356374;0.55844073;0.578989292;0.596855508;0.621083686;0.628476821;0.655684989;0.642705182;0.599716967;0.633194381;0.615042307;0.601341787;0.571049511;0.581181302;0.616244215;0.609089998;0.610652214;0.602034078;0.568605204;0.577638844;0.563588703;0.587577909;0.547197718;0.511201393;0.492690638;0.493650793
18;EUR;ZCB;PRICE;10;0.91239882;0.971635577;0.880531866;0.730157281;0.660677049;0.629614596;0.678558181;0.757504723;0.730383588;0.735709721;0.738839782;0.676193538;0.728448108;0.740701392;0.807203927;0.856649844;0.965904403;0.820352813;0.762872841;0.73197426;0.760914279;0.827367992;0.679843283;0.634276999;0.570041633;0.535638337;0.516120876;0.494976266;0.483924395;0.500610772;0.498609813;0.524999621;0.623617705;0.523088556;0.536567343;0.602863809;0.572659078;0.615611451;0.574288267;0.569150269;0.558936384;0.516412883;0.438329257;0.402071706;0.467139713;0.506347475;0.526900384;0.54604296;0.485240817;0.458132989;0.491071519;0.45301911;0.426877803;0.425162781;0.47048912;0.520420961;0.466011767;0.539800792;0.532923735;0.629164278;0.620839656;0.663208653;0.657172298;0.694703925;0.634409693;0.616126815;0.554700349;0.614019222;0.584226758;0.518765901;0.530838667;0.464600596;0.534402466;0.554225496;0.567133708;0.528099697;0.43467785;0.456818073;0.476308628;0.503092604;0.511340195;0.542022316;0.527315356;0.479422773;0.516602894;0.4963414;0.481195619;0.448174425;0.459142188;0.497658302;0.489726449;0.491451052;0.481934613;0.445518138;0.45527823;0.440116243;0.466080572;0.422605212;0.384849933;0.365814753;0.366793814
18;EUR;ZCB;PRICE;12;0.874859401;0.942945664;0.842103669;0.678877066;0.60676658;0.575834424;0.629553714;0.715575391;0.683838839;0.686817384;0.68720299;0.617279114;0.671568243;0.683317135;0.754504315;0.808233765;0.930099176;0.768680976;0.706649964;0.673963072;0.70596252;0.779312828;0.619742316;0.571756151;0.50484581;0.469570197;0.449764338;0.428399029;0.417324636;0.434297806;0.432335172;0.45929107;0.561851532;0.457418277;0.471270993;0.540133259;0.508617159;0.553553441;0.510328453;0.504991679;0.494401411;0.450670974;0.371992926;0.336237534;0.400750504;0.440379515;0.461359744;0.48102402;0.418944513;0.391677516;0.424820152;0.386545935;0.360563325;0.358859431;0.404016385;0.454624052;0.39950083;0.474475655;0.467398345;0.567614171;0.558822767;0.603695031;0.597257461;0.637353958;0.573097339;0.553806743;0.4897475;0.551571337;0.520374512;0.452804953;0.465154372;0.397971477;0.468797974;0.489205799;0.502559826;0.462316756;0.368120113;0.390152611;0.409699048;0.436783185;0.445170486;0.476583514;0.461481524;0.412817169;0.450522121;0.429910257;0.414595144;0.38149555;0.392441411;0.431234326;0.423199377;0.424941706;0.415325844;0.37883819;0.388566912;0.373464836;0.39937452;0.356132164;0.319187177;0.300789325;0.301730625
18;EUR;ZCB;PRICE;15;0.818467866;0.901134962;0.791745629;0.613933808;0.537190893;0.50364093;0.558388231;0.647866792;0.609878259;0.610035565;0.608016337;0.532668946;0.588217473;0.599589815;0.674861483;0.732906893;0.868374621;0.690976978;0.625261082;0.591496591;0.626393349;0.706463643;0.536663824;0.487440337;0.419886718;0.385035921;0.365740303;0.345057198;0.334452806;0.35099653;0.349162092;0.375609784;0.47886981;0.373853778;0.38756051;0.456769629;0.424879434;0.470496195;0.42661083;0.421240568;0.410617557;0.367271627;0.291487908;0.258075972;0.31881395;0.35714276;0.377716788;0.39717171;0.336266609;0.310071805;0.34192253;0.305157058;0.280612965;0.279003849;0.321799243;0.370931626;0.317444827;0.390491739;0.38347189;0.484533962;0.475491838;0.521826117;0.51511337;0.557024337;0.490089634;0.470275826;0.405548745;0.467962817;0.436260601;0.368964626;0.381107808;0.315825458;0.38468772;0.404936169;0.418276891;0.378267458;0.287487019;0.308329099;0.32702141;0.353225092;0.361404275;0.392329778;0.377400352;0.32999629;0.366622633;0.346512634;0.331696454;0.300065754;0.310461611;0.347783164;0.339990463;0.341673874;0.332380931;0.297533465;0.30675737;0.292453787;0.317057629;0.276181696;0.242050185;0.225346357;0.226194658
18;EUR;ZCB;PRICE;20;0.738491364;0.832365787;0.704680687;0.508949764;0.427283427;0.391285988;0.442628494;0.530654761;0.48981726;0.488245217;0.48487382;0.409899522;0.463587609;0.474435026;0.550154095;0.610442696;0.756189545;0.568791214;0.502894932;0.470151371;0.506302893;0.589862834;0.418428118;0.371317316;0.308252618;0.276733858;0.259626755;0.241476209;0.232307088;0.246902483;0.24535314;0.268948073;0.364818266;0.267442449;0.279820858;0.343893397;0.314045044;0.356905949;0.315635714;0.310643086;0.300827165;0.261515723;0.195676325;0.167943743;0.218920844;0.252409279;0.27075816;0.288340139;0.233969122;0.211312669;0.238870245;0.207078796;0.186382866;0.1850258;0.221283594;0.264443857;0.217495657;0.282008104;0.275640111;0.36963128;0.360970739;0.40560821;0.399045122;0.440164616;0.374827325;0.355891884;0.295533937;0.3536568;0.323843953;0.262436613;0.273304918;0.21589754;0.276504659;0.294873187;0.307099937;0.270694412;0.191837887;0.209438077;0.22548203;0.248369212;0.255598327;0.283324115;0.269856146;0.228025803;0.260209531;0.242423149;0.229484601;0.202365692;0.211196222;0.243518776;0.236688211;0.238155379;0.230053117;0.200204023;0.208018472;0.195919372;0.216813139;0.182336151;0.154521838;0.141260976;0.141926938
18;EUR;ZCB;PRICE;25;0.640140641;0.733016384;0.600072418;0.4077834;0.331041323;0.297862745;0.343839515;0.425152027;0.38643249;0.384603538;0.38122105;0.312681424;0.361435535;0.371456475;0.44241247;0.500472468;0.644890605;0.461887321;0.400265761;0.370430022;0.404885889;0.485387174;0.324287397;0.281991919;0.226647524;0.199729557;0.185359385;0.170258765;0.162718779;0.174866691;0.173603341;0.193453861;0.27705792;0.192197373;0.202718092;0.258437178;0.232213432;0.269963993;0.233566093;0.229200028;0.220671732;0.187094964;0.132937155;0.111023463;0.151694328;0.179363955;0.194797375;0.209757612;0.163974965;0.145420838;0.167991184;0.141964131;0.125391469;0.124304107;0.153456658;0.189275988;0.150338923;0.204133061;0.198697416;0.280706452;0.272953937;0.313111606;0.307130031;0.344716847;0.285255884;0.268341838;0.215571923;0.266325934;0.240070468;0.187395619;0.196560178;0.148887165;0.199254717;0.21492733;0.225453431;0.194307583;0.129516027;0.14361869;0.156658953;0.175548147;0.181576508;0.204988345;0.193554271;0.15871915;0.185420763;0.170580073;0.159904228;0.137885056;0.144996466;0.171473847;0.165819555;0.167027976;0.160352329;0.136136776;0.142415193;0.132707544;0.149529582;0.121934866;0.100334728;0.090270524;0.090771002
18;EUR;ZCB;PRICE;30;0.538023303;0.626329973;0.498946715;0.322016729;0.254214993;0.225518929;0.265270458;0.337301375;0.302689929;0.30103585;0.298039598;0.238162976;0.280707203;0.28963736;0.353221209;0.40647165;0.542250834;0.372089134;0.316850037;0.29065175;0.321861136;0.395650295;0.250805506;0.214243795;0.16737828;0.145113613;0.133392433;0.121184736;0.115146063;0.124942495;0.123929555;0.14009803;0.210414374;0.139063024;0.147705617;0.194441838;0.172239072;0.204252462;0.173339177;0.169654711;0.162504292;0.134783099;0.091519902;0.074622717;0.106246834;0.128428056;0.14099346;0.153297117;0.115979989;0.1012223;0.119173932;0.098479465;0.085555972;0.084707354;0.107520373;0.136338909;0.105029734;0.148491476;0.144009295;0.212951482;0.206287205;0.240957397;0.235733983;0.268639415;0.216783501;0.202272772;0.15784272;0.200528665;0.178282961;0.134668105;0.142142482;0.103775083;0.144337264;0.157251827;0.16599375;0.140268182;0.088604064;0.099601988;0.109899133;0.12501628;0.129884621;0.149000356;0.139620323;0.111520584;0.132988234;0.120997426;0.112455791;0.09508483;0.100654661;0.121705218;0.117168547;0.118133834;0.112799681;0.093710482;0.098617674;0.091039234;0.104211622;0.082714491;0.06632683;0.058843895;0.059212806
18;EUR;ZCB;PRICE;40;0.365707053;0.43848638;0.334652389;0.198738686;0.150051457;0.130192;0.158093985;0.210635463;0.185197518;0.184046592;0.181928093;0.139310608;0.169567815;0.176129453;0.223331714;0.264341655;0.373342424;0.238744231;0.197513787;0.178550817;0.20199225;0.258721549;0.150407562;0.12475429;0.093006148;0.07848843;0.071012917;0.063347253;0.059608158;0.065704575;0.065066839;0.075303178;0.122281692;0.074615065;0.080159141;0.111224784;0.096228704;0.117885427;0.096908453;0.094430448;0.089678603;0.071731877;0.045199715;0.035425803;0.053969831;0.067641031;0.075583616;0.083490199;0.059851419;0.050873597;0.061791443;0.049210895;0.041602443;0.041101983;0.054608359;0.072465899;0.053082609;0.080201503;0.077309827;0.123231761;0.118628291;0.14274587;0.139043478;0.162461222;0.125786796;0.115798739;0.086143651;0.114581676;0.099581661;0.071261673;0.075994562;0.052219695;0.077381107;0.08569814;0.091400758;0.074768512;0.04323283;0.049701446;0.055883346;0.065161432;0.068193929;0.080318808;0.074323115;0.056851143;0.070126032;0.062651242;0.05741183;0.047000063;0.05029882;0.06307788;0.060282357;0.06087284;0.057608131;0.046181253;0.049077471;0.044613422;0.052411621;0.039791165;0.03058037;0.026512285;0.026709999
18;EUR;ZCB;PRICE;50;0.24408094;0.299554895;0.221319763;0.123338597;0.090009637;0.076789548;0.095564982;0.131983428;0.114234802;0.113453197;0.112002059;0.082991652;0.103532341;0.108072815;0.141178109;0.170727507;0.251882505;0.152550248;0.123411722;0.110294368;0.126814687;0.167610791;0.091153765;0.073901758;0.053138144;0.04391577;0.039244669;0.034514891;0.032230517;0.035952925;0.03555433;0.041890487;0.072219004;0.041439706;0.044903662;0.0648688;0.05510849;0.069210476;0.055513648;0.053904995;0.05085119;0.039553263;0.023530273;0.017888679;0.028704596;0.036987069;0.041892205;0.046837051;0.032211478;0.026827641;0.033372362;0.025833046;0.021384805;0.021091774;0.029021542;0.039879049;0.028101919;0.044679321;0.042866116;0.072382049;0.069340208;0.085361443;0.082866256;0.098696138;0.074022488;0.067441997;0.048359374;0.066631823;0.056905177;0.039064147;0.041988203;0.027539029;0.042843158;0.048048452;0.051652775;0.041211867;0.022264124;0.026039851;0.029705427;0.035300972;0.037150683;0.044650272;0.040919874;0.030276548;0.038328552;0.033766704;0.030608566;0.02444298;0.026378435;0.034020314;0.032329417;0.032684567;0.030720175;0.02396042;0.025655083;0.023046949;0.027620764;0.020265543;0.015074218;0.012839484;0.012946905
18;EUR;TREMONT_CSF;RET_IDX;0;100;109.4853255;117.7049766;115.922786;108.912453;121.9052615;123.0607823;120.1730337;127.1798271;109.8631528;104.1763354;110.0985295;96.53255427;93.88537814;100.0445258;92.28258031;92.4186678;101.2541249;112.9427199;102.1787908;107.2709555;107.8823365;111.2553983;123.2271983;133.756754;157.0051253;176.2796036;188.4722168;200.3207885;238.5138656;288.519748;327.9993484;314.7862679;346.3815999;376.1826479;391.5262606;400.5746583;436.6887927;438.8754727;582.0518906;508.6710352;533.5979646;555.8477694;587.0880948;608.878062;669.0867009;732.7543957;736.5600159;746.2177129;723.1841396;745.8019445;855.2378942;975.3985237;1144.962212;1133.610022;1246.535389;1412.230861;1379.535583;1599.325996;1534.81719;1544.869725;1609.249931;1577.008158;1553.586016;1689.552004;2172.336337;2166.564648;2285.500541;2522.920849;2712.594706;2891.866547;2826.057209;2541.160113;2755.551494;3181.954641;3394.345027;3861.746491;5035.191924;5369.769566;5539.549147;6836.124362;6743.749745;6766.215102;7133.957199;7452.79886;7668.435712;8521.481609;10633.12125;11554.1399;13932.80664;15328.34562;15917.23679;15002.74344;18866.45409;23254.09795;28581.60489;28321.06774;29382.35449;36173.02651;37830.9821;41592.00873
18;EUR;MSCI_EMERGING_MARKETS;RET_IDX;0;100;131.6723485;165.4262723;160.7416249;128.0408156;137.5080575;165.2180701;155.7990244;146.6945578;97.42255551;83.64764164;106.640499;77.2207297;76.39031012;76.69030545;54.00043807;52.13568068;62.4193775;71.8785051;57.06527904;60.2321767;64.93219949;70.1778633;75.94281899;82.58509675;98.73699034;105.9621333;110.7794498;118.3826108;191.1027935;312.945606;317.6175762;275.7767464;347.5355706;357.0932383;373.7050259;428.4346877;382.6938816;319.2965177;568.4334804;483.3489072;443.8145444;365.115247;414.7018036;399.70409;469.5939933;599.6548937;522.4470522;549.1698821;456.8466421;515.288299;599.5885967;737.7809955;1049.725315;905.7775875;1054.87796;1393.066458;1379.331863;1808.804746;1500.423731;1254.338064;1270.028509;1321.346532;1179.420204;1251.872238;2025.915094;1764.459589;1560.863128;2102.830203;2499.485941;2400.219325;1952.164716;1582.347198;2229.387993;3623.240072;3475.596707;4293.807034;6045.689061;6435.689544;5738.876289;7001.259935;6093.291872;5113.960315;5761.963834;5841.351815;5999.333806;6890.62746;10219.59899;9622.84383;10593.02089;11588.72659;10417.33755;9747.645039;14424.49121;18361.55666;29797.5712;26932.53732;22375.30584;22068.1194;21046.01016;20873.57312
18;EUR;MSCI_PACIFIC;RET_IDX;0;100;124.1170153;154.0094634;148.4748981;106.4042109;130.681278;148.3964757;141.0715596;142.8209071;88.61899405;84.99387245;87.2919839;67.54991304;65.96089312;64.8258741;59.82943876;53.1968625;56.77982606;60.99735049;49.83382505;50.88477142;58.07535274;52.72669256;57.50688366;57.29587295;74.6560695;80.53684624;93.49363663;100.6453935;151.1120016;205.3813292;235.9132973;229.0112746;275.9694892;281.2278321;287.0241347;310.6747672;288.5704728;237.5367041;350.9580285;327.5882616;284.3439724;218.7106187;217.0612232;225.3311404;273.1250693;314.0734762;295.1740114;292.874847;234.4651484;248.3514268;319.0280062;374.9703565;564.1850222;558.9134031;724.8272668;851.9594354;939.4799374;1135.651593;1091.849496;923.6736016;947.9509925;909.0902919;884.0453808;987.5091543;1905.011857;1612.885461;1412.377192;1979.170236;2049.357975;2042.284264;1689.584604;1268.572536;1705.911312;2353.276779;2481.678659;2851.727813;3993.392368;4801.473054;4976.386776;6153.00248;5530.638323;4866.240712;4620.186069;5166.58691;4813.071445;5492.195888;7808.416768;7762.039509;9682.176653;10439.23328;11354.59967;9637.648704;13755.58328;20092.60814;32373.80883;32364.25952;30284.61617;30021.86287;28001.09757;31104.07978
19;EUR;MSCI_EMU;RET_IDX;0;100;73.47897403;61.52137394;66.86861331;102.7495595;76.28077515;73.53999367;77.02375934;85.01368334;158.6970677;179.3454398;183.2507858;280.7449933;323.4543827;289.9653748;313.6367612;282.3003444;260.8925974;233.7141476;371.1167499;314.2377413;258.3415544;349.9458548;333.9194843;292.6547178;211.2845827;231.6808887;202.1089948;163.5750243;98.90368466;68.98523861;57.60605591;58.3069875;47.63095877;40.65010762;53.0832373;51.7711797;53.51971751;70.78004525;41.07691631;58.16702679;74.48494395;117.3660549;127.7966699;110.7849036;94.29152713;85.21331924;94.65245668;125.1230502;164.8393162;156.8053328;121.8816699;105.4187805;77.25051081;89.43662948;75.09746267;75.49020834;86.08950195;78.7739421;102.9154932;123.7080618;134.3189116;175.0261909;214.4654589;207.2365321;98.09722103;129.0700782;166.9633684;134.419275;142.9634164;175.8938426;240.6735079;362.1661286;299.175381;236.5563585;250.3581858;278.1574052;194.078097;169.1603835;169.5994786;139.1427718;172.8395655;249.1246943;315.5985772;351.3638369;408.7799636;367.4803299;273.9550256;328.8392073;308.2581554;339.9910904;336.1868672;625.0702859;559.6034738;418.4741816;271.7093229;335.6229875;446.1484069;467.318296;620.2312046;756.4386064
19;EUR;AEX;RET_IDX;0;100;79.04925379;69.94302639;70.51723287;98.06260163;79.78405393;80.73300476;86.79442577;89.50017208;160.4464522;175.6614256;176.6735347;245.1298667;270.2548924;251.3446162;286.6885173;253.6798061;231.5136845;218.7978774;325.6644051;282.8149919;245.3404647;334.3048739;329.7411445;315.8359683;256.2558437;284.6085388;271.6655846;241.5315261;158.2486955;112.0328401;101.8043538;111.3479142;104.4989214;100.9621216;122.3317194;125.7142372;131.6684466;169.8698352;104.4183876;146.2546071;172.5404114;235.8529975;250.9039426;223.3451901;199.431983;192.3326571;217.813646;297.7424038;426.5449555;447.5962879;362.9605146;325.7962065;260.4605535;277.9204955;242.6590279;265.6063214;308.2399647;285.558864;361.8546798;434.6169118;469.3888882;578.72857;712.5740968;737.1242186;411.1234242;507.0478305;663.9996554;534.0057142;572.948978;708.2560781;1035.028782;1365.892788;1173.98462;982.1780887;1076.892449;1255.91735;898.1051031;862.4142851;901.9313871;812.9521736;981.3918086;1417.227517;1650.42725;1830.191178;2080.938016;1929.831487;1576.486567;1860.330714;1705.487126;1770.804472;1897.55625;3241.12375;2997.032627;2304.254278;1669.847068;1982.759976;2446.962398;2542.961311;3183.701008;3587.260376
19;EUR;RENL_RURAL;RET_IDX;0;100;93.00115479;90.88256718;91.45190218;88.41130989;76.30070422;74.18551868;75.6715651;73.95598394;67.35210611;67.65785399;65.60065452;65.35760463;68.31824017;69.81837096;71.18028016;80.32994326;95.17392034;97.64317367;101.1306341;104.342184;120.7374621;123.4723085;132.2874051;127.0539634;124.2275686;123.0410584;125.0026489;136.6437124;145.6120367;157.4430815;161.7336734;162.8944947;164.8338385;163.6573384;170.8628484;192.2568163;200.6702439;218.3201769;237.3509649;253.2013634;289.0164637;310.7954061;360.7270794;389.2661324;427.6905484;458.6072329;454.592322;506.5827223;514.314769;578.2300217;600.4327151;655.1741894;757.7962785;858.9044412;882.4809751;927.4755754;990.0857392;1155.924271;1220.862134;1420.498894;1595.437814;1765.766497;1852.384726;2086.973478;2206.804315;2520.928076;2956.350309;4066.461137;4367.759336;4788.110879;5834.074943;6427.598517;8030.885089;8910.822127;10181.99671;10806.14534;12634.65855;14278.80859;17299.11624;18396.70624;23100.33388;24758.48587;29041.99978;32720.29911;39302.14641;43564.91773;45108.91668;52491.51405;57000.26898;66903.91612;73025.71518;89171.7427;93890.43388;114505.7985;132679.163;143366.2742;160872.2697;176299.0246;199318.9794;202450.5655
19;EUR;RENL_RESIDENTIAL;RET_IDX;0;100;94.66342177;93.97949143;98.06555772;94.80491116;96.65923855;102.3450465;100.5710955;103.5060341;101.6286687;113.5090032;110.0818198;125.3798512;134.9632916;133.2057365;145.5796839;151.1165758;157.0496824;167.4351835;195.24186;185.526392;199.5341346;209.0554035;209.4919695;214.1773908;217.9712419;214.4462809;227.0327991;227.1397672;229.8985253;252.6634603;273.6329781;285.675206;304.1856445;315.5495898;346.7078782;389.1311918;387.1762453;418.4491177;461.4031743;520.3691691;534.6458495;560.3867672;580.5174962;644.4698551;665.5769216;701.2201591;736.2686726;800.6505333;880.1725774;1008.344316;1020.805451;1121.865592;1295.871923;1426.00732;1519.295443;1610.39088;1868.299617;1877.214186;2029.481511;2353.458163;2628.124211;3041.43397;3698.151592;4105.487174;4914.996683;5532.93248;6371.794697;7548.186737;8456.727604;10331.88478;11123.65296;12302.57948;14554.41697;16694.81988;18055.11463;19975.50192;22008.94413;25558.23499;27880.4357;28509.71344;33148.45931;36177.16076;36397.91589;41120.12475;48918.25219;57400.08952;60831.83112;66660.84345;67279.65282;79124.54584;81866.06427;100523.4424;110572.1522;119461.3747;137688.7977;155725.5093;171440.5818;180661.02;204073.9291;219330.199
