LIAB_NAME;VAR_NAME;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99
IABE;INIT_COMM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;REN_COMM;0;16290.11;15299.31;14208.89;13257.31;12320.21;11289.12;10304.83;9335.81;8556.57;7748.27;6979.44;6222.04;5535.84;4995.17;4526.56;4035.94;2759.17;1926.5;1388.55;1076.97;524.92;274.94;7.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;EXP_LOADING;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;EXP_LOAD_FIX_PREM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;EXP_LOAD_FIX_FUND;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;ANNUITY_OUTGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;SURR_OUTGO;0;125127.78;128696.3;128960.36;128598.87;129491.09;131191.87;128572.44;125359.13;120665.73;118470.15;116585.2;111758.24;109521.55;106019.34;105122.99;103552.25;100429.58;92848.92;87441.39;81693.83;75890.02;68600.14;62963.06;57599.29;54272.22;51067.32;47906.92;44806.65;41780.35;38839.83;35996.18;33259.29;30638.18;28140.67;25772.93;23539.64;21443.28;19484.6;17663.7;15979.25;14428.73;13008.93;11715.78;10543.95;9486.82;8537.68;7689.89;6936.15;6268.92;5679.35;5158.57;4697.88;4288.5;3922.41;3592.14;3291.58;3015.69;2759.65;2519.69;2292.65;2076.28;1868.16;1667.32;1473.72;1287.4;1109.19;940.81;784.69;642.97;517.42;409.72;320.23;248.47;193.08;151.64;121.52;99.8;83.97;71.94;62.28;54.05;46.65;39.91;33.71;28.03;22.91;18.35;14.39;10.98;8.15;5.89;4.11;2.82;1.89;1.12;0.72;0.46;0.3;0.21
IABE;MAT_OUTGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;DEATH_OUTGO;0;559002.97;587527.21;617336.53;648444.34;680494.53;713022.06;745986.42;779198.6;812402.39;845416.73;877532.01;908349.21;937222.8;963759.18;987807.87;1008552.67;1025892.83;1039341.7;1048510;1052847.63;1052321.3;1047373.54;1037968.61;1024154.77;1006145.33;984158.81;958516.13;929527.33;897822.2;863810.74;827519.95;789461.55;749697.35;708717.05;666891.68;624633.07;582674.48;541034.4;500108.31;460162.83;421398.62;383985.3;348158.2;314325.89;282631.24;252927.68;225294.86;199921.82;176816.91;156327.08;138327.69;122786.9;109514.3;98416.52;89180.05;81356.19;74958.04;69781.65;65421.34;61868.2;58879.9;56517.65;54117.23;51869.03;49424.19;46806.95;43527.68;39750.75;35447.86;30822.2;25887.33;21039.77;16545.17;12482.92;9227.44;6635.62;4854.01;3580.16;2827.72;2346.17;2068.19;1903.75;1735.25;1578.95;1431.41;1269.85;1121.61;964.08;812.24;654.48;519.42;396.11;276.35;212;151.89;76.76;56.28;27.01;25.87
IABE;NON_LIFE_OUTGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;OTHER_OUTGO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;OTHER_INCOME;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;PV_SUM_ASSURED;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;PV_NET_PREMIUM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;CAPITAL_AT_RISK;26827537.69;24765797.45;22919721.24;21190809.26;19560116.19;18019411.43;16573034.15;15225399.35;13969873.82;12791482.79;11687254.8;10653235.31;9691760.85;8795259.9;7951783.79;7154301.42;6406782.87;5786714.11;5247123.73;4766878.04;4330578.68;3957213.73;3623769.94;3330086.89;3054758.95;2796630.64;2555264.11;2330157.61;2120780.99;1926534.35;1746790.38;1580930.31;1428285.25;1288204.87;1160010.53;1043012.74;936523.89;839816.58;752209.23;673027.75;601614.31;537359.09;479686.37;428009.64;381767.34;340421.9;303500.73;270550.63;241155.83;214921.34;191468.04;170459.1;151585.6;134591.34;119259.38;105401.94;92869.79;81522.1;71231.57;61901.51;53456.62;45836.62;38980.69;32854.12;27426.21;22653.59;18500.3;14938.69;11937.14;9456.16;7450.67;5861.41;4626.87;3682.38;2963.91;2416.46;1989.55;1654.54;1393.37;1175.1;980.36;806.71;653.08;520.86;407.44;311.78;232.76;168.82;118.72;80.68;52.25;32.17;18.82;9.96;4.06;0.9;0.09;0.02;0;0
IABE;TIMING_INCOME;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
IABE;TIMING_OUTGO;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
IABE;RD_MATH_RES_IF;16230055.02;17278009.18;18117326.57;18854421.98;19499999.95;20049110.11;20490161.21;20828661.02;21065423.54;21216002.98;21272613.31;21237774.08;21114451.46;20907241.52;20631381.33;20291503.64;19887199.16;19346105.23;18723479.36;18041581.44;17320373.19;16545393.27;15745484.07;14922920.88;14102842.41;13288043.34;12482721.68;11690923.12;10916398.84;10162327.94;9431497.29;8726650.15;8050059.97;7403913.17;6789927.97;6209463.11;5663458.16;5152160.93;4675760.57;4234040.25;3826506.53;3452420.09;3110849.81;2800640.87;2520214.71;2267834.23;2041853.46;1840534.74;1661921.27;1504041.11;1364568.77;1241270.66;1131927.3;1034464.96;946874.44;867441.95;794866.67;727834.52;665225.79;606300.87;550311.14;496739.16;445004.7;395171.09;347107.38;301045.06;257181.44;216191.75;178589.97;144925.28;115547.4;90804.68;70651.21;54780.05;42805.14;33959.11;27617.32;22988.8;19577.61;16888.94;14668.94;12714.62;10912.87;9265.47;7762.03;6393.88;5176.9;4098.83;3169.46;2383.63;1748.98;1243.43;856.35;585.9;377.81;227.9;151.1;94.31;66.99;40.88
IABE;RD_GROSS_PREM;0;2036263.29;1912413.56;1776110.93;1657164.1;1540026.32;1411140.39;1288103.62;1166976.5;1069571.84;968534.18;872430.54;777755.13;691980.29;624396.69;565819.98;504492.22;344895.85;240812.56;173568.55;134621.3;65614.83;34367.66;918.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;RD_RISK_PREM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;RD_EXP_LOADING;0;685942.77;646600.2;603658.54;566011.9;528925.26;488599.57;450659.72;413270.2;382603.69;350897.16;320382.07;290069.66;262268.65;239787.36;219968.63;199157.45;147516.25;112190.47;88760.07;74616.33;50772.93;38859.54;26445.91;24431.27;22842.21;21304;19822.71;18398.85;17037.7;15739.99;14503.45;13332.08;12222.9;11176.78;10195.66;9276.12;8421.67;7628.13;6894.02;6218.26;5597.12;5024.67;4503.58;4030.92;3605.06;3219.42;2873.25;2562.99;2285.42;2040.88;1824.9;1636.24;1469.98;1322.67;1191.89;1074.74;969.98;877.13;793.17;716.79;645.56;580.35;519.03;460.51;405.89;354.94;306.07;259.71;216.58;176.66;141.31;110.91;85.37;65.3;49.55;38.58;30.48;23.16;18.55;16.47;14.67;13.11;11.24;9.7;8.24;6.87;5.61;4.49;3.42;2.63;1.91;1.28;0.85;0.59;0.37;0.11;0.01;0;0
IABE;RD_NO_POLS_LYF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;RD_PREM_INVALID;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;RD_NO_POLS_PB;7481.89;7321.96;6988.48;6644.84;6316.28;5984.1;5634.74;5266.23;4915.82;4602.18;4284.28;3964.54;3642.36;3341.47;3090.31;2864.25;2571.51;1920.28;1240.25;916.73;619.44;339.46;136.97;15.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;RD_NO_POLS_PV;2274.48;2334.97;2467.99;2608.44;2731.29;2854.27;2989.76;3140.07;3268.57;3356.7;3444.98;3530.2;3613.45;3671.2;3675.02;3649.7;3687.24;4080.35;4500.8;4564.39;4602.08;4623.76;4570.32;4439.25;4205.72;3961.23;3721.68;3487.87;3260.54;3040.33;2827.78;2623.39;2427.59;2240.76;2063.23;1895.24;1736.95;1588.4;1449.54;1320.25;1200.43;1089.89;988.32;895.42;810.78;733.94;664.42;601.69;545.24;494.64;449.29;408.54;371.86;338.75;308.72;281.29;256.16;233.01;211.46;191.34;172.55;154.95;138.34;122.66;107.89;93.97;80.86;68.77;57.89;48.14;39.5;32.04;25.81;20.66;16.59;13.51;11.17;9.38;8.01;6.92;5.96;5.14;4.4;3.71;3.13;2.61;2.15;1.79;1.46;1.16;0.94;0.75;0.57;0.44;0.35;0.26;0.2;0.17;0.14;0.11
IABE;RD_SURR_OUTGO;0;125127.78;128696.3;128960.36;128598.87;129491.09;131191.87;128572.44;125359.13;120665.73;118470.15;116585.2;111758.24;109521.55;106019.34;105122.99;103552.25;100429.58;92848.92;87441.39;81693.83;75890.02;68600.14;62963.06;57599.29;54272.22;51067.32;47906.92;44806.65;41780.35;38839.83;35996.18;33259.29;30638.18;28140.67;25772.93;23539.64;21443.28;19484.6;17663.7;15979.25;14428.73;13008.93;11715.78;10543.95;9486.82;8537.68;7689.89;6936.15;6268.92;5679.35;5158.57;4697.88;4288.5;3922.41;3592.14;3291.58;3015.69;2759.65;2519.69;2292.65;2076.28;1868.16;1667.32;1473.72;1287.4;1109.19;940.81;784.69;642.97;517.42;409.72;320.23;248.47;193.08;151.64;121.52;99.8;83.97;71.94;62.28;54.05;46.65;39.91;33.71;28.03;22.91;18.35;14.39;10.98;8.15;5.89;4.11;2.82;1.89;1.12;0.72;0.46;0.3;0.21
IABE;D_OPT_VALUE_BS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;OPT_OUTGO_INT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IABE;G_PC_AVERAGE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IADS;MATH_RES_IF;24901106.21;27967806.35;30683721.29;33356723.76;35980997.92;38557645.88;41130057.95;43678757.37;46164381.27;48562503.4;50877695.27;53122431.54;55291188.38;57376899.52;59381087.65;61302342.87;63138462.73;64881756.82;66504140.05;67977044.36;69320649.27;70552870.21;71673854.46;72661916.9;73541407.27;74308195.89;74959496.69;75494816.05;75921415.84;76246118.09;76486875;76642586.06;76714810.5;76698953.81;76597953.59;76415387.1;76169547.63;75879020.98;75585550.62;75288246.42;74941492.03;74544328.43;74103015.03;73630657.22;73135949.13;72634659.61;72133386.09;71582381.1;70975882.75;70314585.26;69601417.3;68838304.84;68038834.14;67175846.54;66192719.97;65087085.88;63855646.16;62494348.47;60998880.52;59364880.9;57584191.94;55669232.63;53624255.87;51480600.91;49242396.55;46924201.59;44533477.03;42098965.44;39651497.28;37220805.07;34839828.91;32531431.31;30315994.68;28208507.32;26206478.57;24309417.82;22505267.9;20777654.9;19117581.27;17513738.84;15955193.11;14432846.03;12942583.37;11484677.95;10066055.74;8698667.23;7399133.33;6187986.59;5085128.52;4106004.19;3259339.2;2545784.05;1958186.92;1483807.54;1107954.05;814032.24;587300.62;414733.43;285496.34;190765.75
IADS;INV_EXP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IADS;ANNUAL_PREM;0;3583203.43;3506964.16;3428434.72;3347234.3;3270098.66;3183095.14;3106125;3019539.29;2905574.21;2802133.78;2712499.41;2622919.9;2540453.6;2463845.72;2388740.21;2306867.78;2228732.57;2124808.41;1976773.57;1843456.78;1711312.56;1595673.78;1498377.59;1412282.23;1334048.04;1256140.8;1181540.77;1113408.68;1044716.8;978578.07;920961.23;869174.74;820293.49;771208.69;722503.09;675306.1;632150;589192.75;547483.49;509681.39;474553.08;440456.71;411938.75;384745.85;359804.67;335636.95;312690.39;292084.6;272782.2;254781.7;236725.99;220007.11;202931.54;186133.51;170296.71;155862.02;142551.26;130911.67;119350.38;107744.2;96676.02;85392.66;74564.31;65117.4;57430.78;50850.51;45391.31;40348.41;36179.19;32542.36;29357.26;26039.92;23456.21;20859.91;18544.12;16412.78;14253.98;11831.59;9178.68;6804.11;5161.77;4147.55;3512.71;2878.44;2347.36;1891.99;1489.63;1143.27;853.92;620.02;437.44;299.91;199.95;129.74;82;50.51;30.3;17.69;10.03
IADS;SINGLE_PREM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IADS;NET_PREMIUM;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
